,median,mean,std,min,max
Bin_2219,0.0,9.381192e-06,2.6488855e-05,0.0,0.000110842346
Bin_2220,0.0,2.1745607e-05,3.6826543e-05,-1.3175347e-06,0.00017305088
Bin_2221,-0.0,1.0763544e-05,3.2085158e-05,-6.0909348e-05,0.00014164222
Bin_2222,-0.0,-1.8056473e-05,3.352327e-05,-0.00015026303,6.203771e-06
Bin_2223,-0.0,-5.926639e-05,7.718494e-05,-0.00037213578,-0.0
Bin_2224,-0.0,-1.05778945e-05,2.320785e-05,-0.00012322176,9.205043e-06
Bin_2225,-0.0,5.690895e-06,2.0136122e-05,-4.5290708e-05,9.9012024e-05
Bin_2226,0.0,-2.2873403e-06,2.5515374e-05,-0.000113515445,7.513869e-05
Bin_2227,0.0001409869,0.00015359648,0.00014006499,0.0,0.00047332418
Bin_2228,8.674494e-05,0.00012575327,0.000119556105,-1.9591445e-05,0.000494905
Bin_2229,1.4523667e-05,2.9988634e-05,6.6682886e-05,-0.00015683581,0.0003400447
Bin_2230,0.00012814371,0.0001396422,0.000102595084,0.0,0.00046136035
Bin_2231,-0.0,8.964732e-06,3.0140523e-05,-5.402866e-05,0.00016063829
Bin_2232,0.0,1.0428568e-05,2.4620862e-05,-3.1974952e-07,0.00012487701
Bin_2233,-0.0,-3.7486484e-06,2.5562716e-05,-0.00011745019,8.673209e-05
Bin_2234,2.4345027e-05,4.7999456e-05,6.683552e-05,-2.2508946e-05,0.00033554054
Bin_2235,0.0,-4.5789675e-06,2.864782e-05,-0.00012696971,0.00010418101
Bin_2236,0.0,1.11049785e-05,3.8759277e-05,-9.0757174e-05,0.00018340649
Bin_2237,0.0,1.9623492e-06,2.9757799e-05,-9.9104334e-05,0.00012115072
Bin_2238,7.568258e-05,8.9872716e-05,8.682592e-05,0.0,0.00046416506
Bin_2239,1.0774e-05,1.2234322e-05,3.3570414e-05,-0.00012517878,9.2599366e-05
Bin_2240,-0.0,8.503287e-07,2.4303543e-05,-7.89388e-05,8.1137856e-05
Bin_2241,6.854143e-05,7.1294744e-05,7.007143e-05,0.0,0.00036312235
Bin_2242,8.236293e-05,0.000103845676,9.1833506e-05,0.0,0.00038870375
Bin_2243,8.0137215e-05,0.00011069605,0.00013537606,0.0,0.0005404294
Bin_2244,6.897096e-05,8.092631e-05,8.3883315e-05,0.0,0.00056346564
Bin_2245,0.0,8.166466e-06,3.0839532e-05,-8.2310195e-05,0.000105979176
Bin_2246,0.0,-7.548121e-06,3.802843e-05,-0.00017149297,0.00010339269
Bin_2247,0.00014919073,0.00017332289,0.00014170076,0.0,0.0006525712
Bin_2248,-6.049688e-06,-2.255202e-05,4.9861457e-05,-0.00025897162,5.8019086e-05
Bin_2249,6.2788706e-05,8.321193e-05,8.727827e-05,-2.7964092e-05,0.0003697941
Bin_2250,0.0,2.249243e-05,3.733596e-05,-3.262247e-05,0.00015890956
Bin_2251,-0.0,-1.6572426e-06,1.0797654e-05,-4.067253e-05,2.3599556e-05
Bin_2252,-0.0,2.7150261e-05,4.076162e-05,-1.4876765e-05,0.00015822702
Bin_2253,-0.0,-4.4359826e-05,6.703414e-05,-0.0002733073,-0.0
Bin_2254,-0.0,-3.418807e-06,2.428368e-05,-0.00012322573,6.785951e-05
Bin_2255,-0.0,-3.0140118e-05,4.3656248e-05,-0.000177441,1.4412946e-06
Bin_2256,-0.0,-3.0603504e-05,4.9103775e-05,-0.00030023587,-0.0
Bin_2257,0.0,1.9427455e-06,3.3624867e-05,-6.341082e-05,0.00022864652
Bin_2258,-0.0,7.927773e-06,4.0314753e-05,-8.8451336e-05,0.00013117098
Bin_2259,2.092532e-05,4.9828126e-05,6.6338616e-05,0.0,0.00029162128
Bin_2260,0.0,3.9815488e-05,6.396608e-05,-7.984071e-06,0.00023942142
Bin_2261,-0.0,2.0087498e-05,3.178105e-05,-1.3833479e-05,0.00014725779
Bin_2262,-0.0,2.1254348e-06,2.585587e-05,-7.1933166e-05,0.000112183196
Bin_2263,0.0,1.4366918e-05,2.6519347e-05,-1.4914601e-06,0.00013317347
Bin_2264,-0.0,2.4865221e-05,5.193644e-05,-6.693601e-05,0.00022458943
Bin_2265,-0.0,6.3240905e-06,1.6000573e-05,-2.1579262e-05,6.7591456e-05
Bin_2266,-0.0,8.2054075e-06,2.9108089e-05,-7.9034144e-05,8.322352e-05
Bin_2267,0.0,1.430646e-06,2.3361572e-05,-5.8852827e-05,8.0721875e-05
Bin_2268,0.0,1.6444703e-05,4.156439e-05,-3.003042e-05,0.00025871405
Bin_2269,-0.0,-7.538985e-06,2.1515852e-05,-0.00011353028,1.1451731e-05
Bin_2270,0.0,1.0229531e-05,2.5290245e-05,-4.8924783e-05,0.000108927314
Bin_2271,0.0,-4.039927e-06,1.9187148e-05,-6.2844985e-05,5.201016e-05
Bin_2272,-0.0,8.536901e-06,2.1077716e-05,-1.8540424e-05,8.004655e-05
Bin_2273,0.0,1.803558e-05,3.1910553e-05,-3.5577916e-05,0.00016023537
Bin_2274,-0.0,-2.5740872e-05,4.0216957e-05,-0.00014824771,-0.0
Bin_2275,0.0,-6.608128e-06,1.9134292e-05,-0.000106866355,2.87912e-05
Bin_2276,-0.0,-2.2952234e-05,4.0762923e-05,-0.00017909532,-0.0
Bin_2277,-0.0,-3.4293895e-05,6.641157e-05,-0.00037794092,-0.0
Bin_2278,-0.0,-5.621862e-06,1.6659642e-05,-6.2387866e-05,3.2155414e-05
Bin_2279,0.0,-3.4803793e-07,4.9896225e-05,-0.00019091336,0.00016725562
Bin_2280,2.8212688e-05,5.6330395e-05,0.000100474696,-5.2771913e-05,0.0005486828
Bin_2281,2.6006031e-05,3.926183e-05,4.7131765e-05,-2.8762724e-05,0.00020393981
Bin_2282,0.0,6.58072e-06,3.1143976e-05,-5.5856282e-05,0.00016638383
Bin_2283,8.5401625e-05,0.00011345152,0.00011054447,0.0,0.0004672744
Bin_2284,7.817177e-05,0.0001091563,0.00010347287,-2.4531806e-05,0.00046618909
Bin_2285,0.00024487046,0.000258844,0.00019183038,0.0,0.0007722695
Bin_2286,0.0002542215,0.00025006014,0.00018677957,0.0,0.00071127823
Bin_2287,0.00010220052,0.00011299511,8.5985776e-05,0.0,0.00033237034
Bin_2288,9.325582e-05,0.00012711751,0.000110871006,0.0,0.00041263347
Bin_2289,-7.4491495e-06,-3.123148e-05,4.4417724e-05,-0.00018112487,6.8427644e-06
Bin_2290,0.0,7.1179848e-06,2.4400313e-05,-9.242725e-05,7.7288154e-05
Bin_2291,-0.0,-1.4414817e-05,2.7947312e-05,-0.00011942853,1.1918103e-05
Bin_2292,0.0,2.0093736e-05,3.6391713e-05,-1.0034908e-05,0.00015471423
Bin_2293,-0.0,-5.13784e-05,9.034906e-05,-0.00036289945,-0.0
Bin_2294,-0.0,-3.0663791e-06,2.7374286e-05,-0.00013223533,6.328248e-05
Bin_2295,5.5293384e-07,2.0418584e-05,3.147288e-05,-6.4033547e-06,0.00012242192
Bin_2296,0.0,1.5132982e-05,2.4031015e-05,0.0,0.00010195371
Bin_2297,0.0,4.2207626e-05,7.0499824e-05,-4.5610177e-05,0.00040674154
Bin_2298,9.5465606e-05,0.000116248426,0.00012542032,0.0,0.0005503697
Bin_2299,5.1400802e-05,5.8990667e-05,6.177307e-05,0.0,0.0002297621
Bin_2300,-0.0,-3.7923035e-06,4.435024e-05,-0.00016999051,0.00014306408
Bin_2301,-0.0,-1.6252681e-05,2.762039e-05,-0.00013195726,1.1598921e-05
Bin_2302,0.0,6.8961367e-06,1.644494e-05,-2.2232147e-05,6.602433e-05
Bin_2303,-0.0,-2.561839e-06,2.0974474e-05,-0.0001051779,5.3319847e-05
Bin_2304,-0.0,-1.3662892e-06,2.3411952e-05,-7.392835e-05,0.00010760448
Bin_2305,-0.0,8.354035e-06,3.01244e-05,-6.606369e-05,0.00011446601
Bin_2306,-0.0,-3.632511e-05,4.9162358e-05,-0.00018366409,2.9297685e-06
Bin_2307,0.002224778,0.00263583,0.00246294,0.0,0.0132864835
Bin_2308,7.0737646e-05,0.00017206458,0.00033060313,0.0,0.0023147792
Bin_2309,-0.0,0.0,0.0,0.0,0.0
Bin_2310,-0.0,0.0,0.0,-0.0,-0.0
Bin_2311,0.0,0.0,0.0,-0.0,-0.0
Bin_2312,0.0,0.0,0.0,-0.0,-0.0
Bin_2313,-0.0,0.0,0.0,0.0,0.0
Bin_2314,0.0,0.0,0.0,-0.0,-0.0
Bin_2315,-0.0,0.0,0.0,0.0,0.0
Bin_2316,-0.0,0.0,0.0,0.0,0.0
Bin_2317,0.0,0.0,0.0,0.0,0.0
Bin_2318,0.0,0.0,0.0,0.0,0.0
Bin_2319,-0.0,0.0,0.0,-0.0,-0.0
Bin_2320,-0.0,0.0,0.0,0.0,0.0
Bin_2321,-0.0,0.0,0.0,-0.0,-0.0
Bin_2322,-0.0,0.0,0.0,0.0,0.0
Bin_2323,0.0,0.0,0.0,-0.0,-0.0
Bin_2324,-0.0,0.0,0.0,0.0,0.0
Bin_2325,-0.0,0.0,0.0,-0.0,-0.0
Bin_2326,-0.0,0.0,0.0,0.0,0.0
Bin_2327,-0.0,0.0,0.0,0.0,0.0
Bin_2328,-0.0,-1.706864e-05,4.4902907e-05,-0.00020330286,9.503217e-05
Bin_2329,0.0,4.677441e-06,1.3481702e-05,-1.6354046e-05,5.3821623e-05
Bin_2330,-0.0,-1.0658774e-05,3.1657273e-05,-0.00011530742,7.170328e-05
Bin_2331,-0.0,-2.4736253e-05,4.6364006e-05,-0.00018631225,2.6377707e-05
Bin_2332,5.0812152e-05,7.428178e-05,7.985004e-05,0.0,0.00035157526
