,median,mean,std,min,max
C.CG.A,0.0030659696,0.00531518,0.010378328,-0.009917585,0.06418024
C.CG.C,0.0028241314,0.0048371465,0.006251746,-0.0049997456,0.027414637
C.CG.G,-0.0023555001,-0.003883207,0.0067004557,-0.035031002,0.008157014
C.CG.T,0.0041615022,0.0047200224,0.0052484525,-0.003969792,0.025008213
C.CT.A,3.6307738e-05,0.00045026964,0.0014473692,-0.0024690554,0.0060809185
C.CT.C,0.0008796041,0.0014707396,0.0020296974,-0.0020497572,0.009259232
C.CT.G,0.0063983803,0.008680165,0.0074959123,-0.0049901786,0.039432682
C.CT.T,0.00018895982,0.00071596046,0.0015599536,-0.001990941,0.005611187
C.TA.A,-0.00052103074,-0.0006370732,0.000994911,-0.0048525184,0.0017130759
C.TA.C,-0.0017127385,-0.0028348775,0.005596616,-0.01838148,0.011726743
C.TA.G,-0.002487434,-0.0029261252,0.00231957,-0.010628736,0.00058650365
C.TA.T,-0.0077394033,-0.008127447,0.009147958,-0.042811815,0.012898309
C.TC.A,-0.005991187,-0.0063450453,0.0034836836,-0.0138610415,0.0017821842
C.TC.C,-0.006222346,-0.007339953,0.008064623,-0.028720459,0.008347631
C.TC.G,0.0011809529,0.0021725902,0.0050676805,-0.0056479634,0.016434165
C.TC.T,0.008030422,0.010466325,0.013819666,-0.023113549,0.07994036
C.TG.A,0.0050113797,0.0050797546,0.008408498,-0.026290184,0.02911591
C.TG.C,0.00024121224,0.0011626489,0.0072790356,-0.015622816,0.038058102
C.TG.G,0.008118555,0.009180824,0.009002245,-0.0055468846,0.031226184
C.TG.T,0.019257728,0.023516944,0.019910177,-0.0022232202,0.074797325
G.CA.A,0.03192427,0.037777387,0.027874533,-0.00032651407,0.13043079
G.CA.C,0.003183345,0.0032688824,0.003454024,-0.0067995824,0.011320018
G.CA.G,0.0136042535,0.017240202,0.017344005,-0.010687458,0.076171435
G.CA.T,0.0008497966,0.0011313653,0.0068606506,-0.022736376,0.027633937
G.CG.A,0.0001353728,0.0012132302,0.006170427,-0.011976556,0.01936025
G.CG.C,-0.0010833016,-0.001891955,0.005550755,-0.024479263,0.0067870463
G.CG.G,-0.0010066265,-0.0021340167,0.0056919116,-0.032950297,0.009532855
G.CG.T,0.0045849243,0.0053596823,0.0065458887,-0.010308678,0.031894855
G.CT.A,-0.008311983,-0.008599589,0.004859657,-0.02083609,0.0006867999
G.CT.C,-0.0033528502,-0.0035845083,0.002158912,-0.009399632,0.0022303013
G.CT.G,0.0028147493,0.004838053,0.008782663,-0.015623152,0.031062365
G.CT.T,-0.0030692257,-0.0033404352,0.0022327863,-0.008697499,0.0027198675
G.TA.A,-0.000985044,-0.001224891,0.001778422,-0.010548343,0.0033481175
G.TA.C,0.0193762,0.021678539,0.0102478275,0.0040094964,0.05249822
G.TA.G,-0.0056318305,-0.0058234273,0.0032560353,-0.016831106,-0.00022996367
G.TA.T,-0.0015199886,-0.0016838084,0.0065775793,-0.018572161,0.012965748
G.TC.A,-0.002417707,-0.0025517356,0.0024636437,-0.009999591,0.0016491109
G.TC.C,0.0034827776,0.004345423,0.0044458727,-0.006023469,0.016179409
G.TC.G,-0.003196444,-0.003527861,0.0031627584,-0.012146169,0.0016114882
G.TC.T,-0.0038723121,-0.004048057,0.002762181,-0.010743583,0.006771407
G.TG.A,0.00035989314,0.0008429317,0.004887704,-0.023683278,0.012798016
G.TG.C,0.003505154,0.00521836,0.0066085258,-0.004368149,0.0306795
G.TG.G,0.0003468544,0.0010804241,0.0044699167,-0.011232852,0.01793211
G.TG.T,0.010969415,0.015144007,0.012777699,-0.0027351687,0.045503125
T.CA.A,0.0074738823,0.009672554,0.00882968,-0.006565818,0.03521768
T.CA.C,-0.0041356296,-0.0041291993,0.006606613,-0.02094758,0.014687267
T.CA.G,0.016831744,0.020306498,0.01593039,-0.0035051522,0.062224027
T.CA.T,0.006955969,0.008347567,0.007243826,-0.0096569285,0.024712758
T.CG.A,0.0005886132,0.0010464921,0.0024466363,-0.0060439412,0.010537701
T.CG.C,0.0022065965,0.0031322788,0.0047334535,-0.01104707,0.020280212
T.CG.G,-0.00026361953,-0.0020956518,0.007870109,-0.042862818,0.010770439
T.CG.T,0.0027523579,0.0037603895,0.0037519909,-0.0011886745,0.019674815
T.CT.A,0.00023933404,0.00037684853,0.0011158154,-0.0039476594,0.0041715954
T.CT.C,0.0014118869,0.0017447525,0.0016120726,-1.1530103e-05,0.008084409
T.CT.G,-0.0007376847,-0.0005775452,0.0017101548,-0.0042125606,0.007541269
T.CT.T,-8.054072e-05,9.569311e-05,0.0011360039,-0.0030490516,0.0044291276
T.TA.A,0.035145923,0.03785062,0.017406173,0.006120752,0.106275834
T.TA.C,-0.005281813,-0.0051006153,0.0024753907,-0.010225003,0.0023069144
T.TA.G,-0.0050246557,-0.0050821495,0.0030041025,-0.016467012,0.0018214973
T.TA.T,-0.0029096059,-0.0030716346,0.0014893985,-0.0075501804,0.0018487355
T.TC.A,-0.002956315,-0.0037956103,0.0031703648,-0.013494781,0.0013456773
T.TC.C,-0.0033186125,-0.0035256182,0.0030016284,-0.010908514,0.003437804
T.TC.G,-0.0073617217,-0.0073255515,0.0044391234,-0.022358406,0.009480699
T.TC.T,-0.0062420554,-0.0070640063,0.0050380053,-0.019208634,0.0018891456
T.TG.A,-0.004674474,-0.0061752843,0.00610507,-0.031930882,0.0030681884
T.TG.C,-0.010247341,-0.010458911,0.0077946675,-0.030924788,0.003814938
T.TG.G,0.015266656,0.015740324,0.0046930737,0.0040214164,0.031170087
T.TG.T,0.0035685687,0.004509522,0.0054832255,-0.009627445,0.020553926
CA,0.00019512448,0.0006233815,0.0038424348,-0.010392539,0.011764628
CG,0.0016611537,0.0025569417,0.0038128442,-0.008546552,0.013680284
CT,-0.00054942555,-0.00046705676,0.0012279969,-0.003282704,0.00463575
TA,-7.086472e-05,7.6238095e-05,0.0025772257,-0.008256576,0.006439879
TC,-0.003588619,-0.0037974545,0.0043881033,-0.015391924,0.0067322287
TG,0.011653757,0.015441216,0.012623392,-0.0014010816,0.055069566
C.CA,-0.010846682,-0.012363579,0.006791946,-0.03414139,-0.001205545
C.CG,0.0032862546,0.0042190305,0.0074113235,-0.007335041,0.04182887
C.CT,-0.0005940177,-0.0002977549,0.0015400295,-0.0033104117,0.0055483924
C.TA,-0.0037151664,-0.0051752347,0.006246501,-0.02422827,0.008109643
C.TC,0.00252403,0.00489382,0.008918075,-0.010655028,0.046322446
